drug_name,gene_name
CALMIDAZOLIUM CHLORIDE,IDE
SPIRONOLACTONE,AR
METHYL ANTHRANILATE,HSD17B10
NICORANDIL,CYP2C9
LUCIDUMOL A,NR1H4
NICORANDIL,CYP2C19
ECHINATIN,PPARG
CHEMBL:CHEMBL184450,AR
VANOXERINE,CYP2C19
NORADRENALINE,HIF1A
PIMOZIDE,XBP1
CHEMBL:CHEMBL238624,CYP2C19
TPCK,CYP2C19
CHEMBL:CHEMBL2182009,KDM1A
ACARBOSE,GAA
PD-0166285,MAP4K4
COUMESTROL,SUMO1
(S)-ALAPROCLATE,CYP1A2
DEXEFAROXAN,CYP2D6
BENZOPHENONE,ALDH1A1
THIORIDAZINE,DRD1
DIETHYLSTILBESTROL,NR1I2
TYRPHOSTIN 47,ALOX12
CILNIDIPINE,AR
CHEMBL:CHEMBL2002487,GAA
VEGFRECINE,FLT1
DOMIPHEN BROMIDE,ALDH1A1
METHYLENE BLUE,TNF
OUABAIN,NR3C1
LACOSAMIDE,CYP2C19
COPANLISIB,PIK3R1
PICTILISIB,PIK3CD
BOC-ATE,FASLG
NITROGLYCERIN,HIF1A
ENDOSTATIN,VEGFC
BIM 23454,FAS
THROMBIN,A2M
PROBENECID,ABCB1
MESTRANOL,AGT
EPOETIN ALFA,AFP
DC 23-60,FASLG
CYCLOSPORINE,AIFM1
H2O2,AGTR1
GENISTEIN,AGTR1
[125I]TYR10-CST14,AQP1
PREDNISONE,APOE
DONEPEZIL,BDNF
[111IN]DOTA-BOC-ATE,AQP2
GP-120 ANTIGEN,BDNF
CURCUMIN,BDNF
DACTINOMYCIN,BDNF
NVP‐TNKS656,HLA-DMA
DITIOCARB,BDNF
RECOMBINANT TRANSFORMING GROWTH FACTOR,BDNF
CELECOXIB,BGLAP
ISOFLAVONE,BGLAP
RESVERATROL,BGLAP
ARGIPRESSIN,BDNF
LENOGRASTIM,BTF3P11
VINORELBINE,BRCA1
AZ1366,HLA-DMB
IL-3,CA2
NIMUSTINE,CDKN1A
IL-12,CDKN1B
CELECOXIB,COL18A1
H2O2,COL18A1
THROMBIN,COL18A1
CYTARABINE,CSF2
ANTISERUM,CUBN
GSK2245035,SARDH
ALENDRONATE SODIUM,CYP19A1
DOXORUBICIN HYDROCHLORIDE,CYP1A1
SULFAMETHOXAZOLE,CYP1A2
BROMOCRIPTINE,CYP1A2
DECITABINE,CYP27B1
NEVIRAPINE,CYP2B6
AMPRENAVIR,CYP3A5
RECOMBINANT INTERFERON,DCN
STREPTOZOCIN,DDIT3
ZALCITABINE,DNTT
CAPECITABINE,DPYD
LITHIUM,DRD2
STREPTOZOCIN,ENO2
HYDROGEN PEROXIDE,F9
ATORVASTATIN CALCIUM TRIHYDRATE,FGF2
ESTRADIOL VALERATE,GAPDH
FADROZOLE,GFAP
RECOMBINANT TRANSFORMING GROWTH FACTOR-BETA 1,GDNF
GP-120 ANTIGEN,GFAP
CAPSAICIN,GFAP
RESVERATROL,GDF15
SOMATROPIN (RECOMBINANT DNA ORIGIN),GHRL
METHYLNITROSOUREA,GGT1
DISULFIRAM,GGT1
GP-120 ANTIGEN,GPX1
ORAL CONTRACEPTIVE,GSR
GOSERELIN ACETATE,GSR
PHENOBARBITAL,GSTA1
GANCICLOVIR,GRM5
CURCUMIN,GSTM1
AMPHOTERICIN B LIPOSOMAL,GSTP1
MELPHALAN,GSTP1
METYROSINE,IL2
CALCITRIOL,IL2
BROMOCRIPTINE,IL2
CEFEPIME,IL2
ANTISERUM,IL2RA
ACETAMINOPHEN,IL2
FLUOROURACIL,IL2RA
PACLITAXEL,IL2RA
PROTEASE INHIBITOR,ITGAX
H2O2,ITGB2
BUTEIN,ITGB2
VISILIZUMAB,ITGB2
ANTIANXIETY AGENT,KCNH2
SODIUM CHLORIDE,ITGB2
ESTRADIOL VALERATE,KCNH2
DOXORUBICIN HYDROCHLORIDE,KRT20
COMPOUND 27F [PMID: 25625617],FGFR4
PROPYLTHIOURACIL,LEP
ATENOLOL,LDLR
GLUCAGON (RDNA),LDLR
ANTIVIRAL AGENT,LDLR
MIRTAZAPINE,LEP
ATORVASTATIN CALCIUM TRIHYDRATE,LIPC
[PEN5]U-(4-11) (HUMAN),UTS2R
REBAMIPIDE,MAPK1
PREDNISONE,MBP
THIOGUANINE,MGMT
LITHIUM,MPO
RESVERATROL,MMP2
GLUTAMINE,MYC
AMIFOSTINE ANHYDROUS,MYC
RECOMBINANT INTERFERON,NFKBIL1
NIMODIPINE,NOS2
"[ALA31,AIB32]NPY (PIG)",ANXA5
HYDROCORTISONE BUTYRATE,NOTCH1
AZATHIOPRINE,NPPA
DOXORUBICIN HYDROCHLORIDE,NQO1
DOXORUBICIN HYDROCHLORIDE,NT5E
IL-3,NRG1
ANTISERUM,NRG1
ANTIESTROGEN,NRG1
ASPIRIN,NRG1
ANTISERUM,PCBD1
SODIUM CHLORIDE,OXTR
ETOPOSIDE,PAPOLA
TRAIL,PIK3CA
GLUCAGON (RDNA),PIK3CG
THERAPEUTIC GONADOTROPIN,PIK3CG
PROGESTIN,PIK3CG
PTHRP,PIK3CG
RECOMBINANT THYROID-STIMULATING HORMONE,PIK3CG
PIROXICAM-BETA-CYCLODEXTRIN,PLA2G2A
EPOETIN ALFA,PLA2G7
PHORBOL 12-MYRISTATE 13-ACETATE,PLD1
THERAPEUTIC GLUCOCORTICOID,SLC2A1
INDINAVIR,SLC2A4
GENISTEIN,SLC2A4
EPINEPHRINE,SLC2A4
ALPHA-ADRENERGIC ANTAGONIST,SLC2A4
THERAPEUTIC HORMONE,SLC2A4
SORBITOL,SLC2A4
ANTIESTROGEN,SMAD3
ATORVASTATIN CALCIUM TRIHYDRATE,SOAT1
ALTEPLASE,SMAD7
GANCICLOVIR,SST
RECOMBINANT NEUROTROPHIC FACTOR,SREBF1
GP-120 ANTIGEN,SST
IL-12,STAT4
SOMATROPIN (RECOMBINANT DNA ORIGIN),STAT5B
RESERPINE,TAC1
THERAPEUTIC GLUCOCORTICOID,TAT
GENISTEIN,TAT
PHENOBARBITAL,TAT
DECITABINE,THBS1
ALPROSTADIL,THBD
DEFEROXAMINE,WT1
THERAPEUTIC GLUCOCORTICOID,XDH
OTERACIL POTASSIUM,XDH
AVAPRITINIB,KIT
AFIMOXIFENE,FGFR1
TROGLITAZONE,XIAP
IMATINIB,XIAP
INDINAVIR,ABCC4
BUPROPION HYDROCHLORIDE,APOE
PLATINUM,STMN1
NABUMETONE,CYP2J2
PROTEASE INHIBITOR,APOC3
OLAPARIB,PALB2
CYCLOSPORINE,SLC19A1
TAMOXIFEN,CYP19A1
IRINOTECAN HYDROCHLORIDE,SLC19A1
SULFASALAZINE,SLC19A1
TAMOXIFEN,SLCO1A2
FOSPHENYTOIN,CYP2C9
THERAPEUTIC CORTICOSTEROID,HDAC1
TOPOTECAN HYDROCHLORIDE,ABCG2
FELODIPINE,ABCG2
SITAMAQUINE,G6PD
NIFEDIPINE,SLC14A2
NIFEDIPINE,CYP3A5
DISULFIRAM,DRD2
AMISULPRIDE,ABCB1
INDINAVIR,ABCB1
FELODIPINE,ABCB1
EPIRUBICIN,IGF2BP2
PEGINTERFERON ALFA-2A,CTLA4
JAK3 INHIBITOR II,ALK
GEMCITABINE,ERCC1
GEFITINIB,NUP62
BILIRUBIN,SOD2
ACETAMINOPHEN,PLA2G4A
SIMVASTATIN,CYBA
FOSPHENYTOIN,HLA-B
ABACAVIR,HLA-DQB1
IXABEPILONE,ESR1
ROPEGINTERFERON ALFA-2B,JAK2
IXABEPILONE,PGR
PEGINTERFERON ALFA-2A,EGFR
URACIL,EGFR
METHOTREXATE,TLR4
LAPATINIB,PGR
VINCRISTINE,UGT1A1
VINCRISTINE,TPMT
VINCRISTINE,MTHFR
FENTANYL CITRATE,CYP2D6
ACETAMINOPHEN,CYP2D6
RITONAVIR,CYP2D6
AZATHIOPRINE,FTO
CYCLOSPORINE,MTHFR
BUPROPION HYDROCHLORIDE,DRD1
OXCARBAZEPINE,HLA-DRB1
MEDROXYPROGESTERONE,CYP3A5
DEFERASIROX,CYP24A1
ROSUVASTATIN,HLA-DRB1
METHOTREXATE,CDK9
METHOTREXATE,HLA-C
LUMASIRAN,AGXT
PAZOPANIB,HDAC2
METHOTREXATE,RBMS3
ABCIXIMAB,ITGA2B
IRINOTECAN HYDROCHLORIDE,TGFBR2
ARIPIPRAZOLE LAUROXIL,MC4R
CLOPIDOGREL,ATP10A
LAPATINIB,PIK3CA
TRIMIPRAMINE,CYP2C19
LEUCOVORIN CALCIUM,MTRR
SIMVASTATIN,F3
PEGINTERFERON ALFA-2B,CXCL10
DEXAMETHASONE,BMP7
METFORMIN,PPARG
ILOPERIDONE,CELF4
PANITUMUMAB,NRG3
LOVASTATIN,CYP3A5
PEGINTERFERON ALFA-2B,HLA-DPA1
GLUCARPIDASE,NTRK1
CARBAMAZEPINE,NR1I3
DIDANOSINE,NT5C2
IRINOTECAN HYDROCHLORIDE,NAT2
BEVACIZUMAB-AWWB,CXCR4
ILOPERIDONE,CNTF
IRINOTECAN HYDROCHLORIDE,PDGFRB
SIMVASTATIN,ABCG8
LUTETIUM LU 177 DOTATATE,SSTR5
TAMIBAROTENE,PML
URACIL,MTRR
OLAPARIB,SF3B1
ANTICONVULSANT AGENT,SOD2
LAPATINIB,ESR1
PIVALOYLOXYMETHYLBUTYRATE,HDAC5
MK0731,KIF11
"INSULIN, REGULAR, HUMAN",INSR
ATAMESTANE,CYP19A1
AVE-1625,CNR1
BAMINERCEPT ALFA,TNFSF14
CLOPIDOGREL,P2RY12
CROFELEMER,CFTR
CTA018,CYP24A1
KB002,CSF2
MILATAXEL,BCL2
RIBOCICLIB,SMARCA4
AMUVATINIB,KIT
AMUVATINIB,PDGFRB
AMUVATINIB,FLT3
PROGESTIN,PGR
NAPROXCINOD,PTGS2
PENTOSTATIN,ADA
SERTINDOLE,HTR2A
DILMAPIMOD,MAPK14
SELICICLIB,CDK9
TOZADENANT,ADORA2A
TELATINIB,FLT4
MTOR KINASE INHIBITOR AZD8055,MTOR
TRANEXAMIC ACID,PLAT
DIAZEPINOMICIN,TSPO
VOLOCIXIMAB,ITGB1
VIPADENANT,ADORA2A
CERULETIDE,CCKAR
COCAINE,DRD3
DIFLORASONE DIACETATE,NR3C1
DIGITOXIN,ATP1A1
ISOFLURANE,ATP2C1
METHYLHOMATROPINE,CHRM2
MIANSERIN,ADRA2A
NIFLUMIC ACID,PLA2G1B
NORGESTIMATE,ESR1
PERGOLIDE,DRD1
TRANYLCYPROMINE,MAOB
TRIDIHEXETHYL,CHRM2
ZUCLOPENTHIXOL,DRD2
GEMCITABINE,SMAD4
DEBRISOQUIN,ADRA1A
ATEZOLIZUMAB,CX3CL1
MELATONIN,MTNR1B
MEXILETINE,SCN5A
NITROPRUSSIDE,NPR1
NITROGLYCERIN,NPR1
PROMETHAZINE HYDROCHLORIDE,CHRM2
YSIL6,IL6
SORAFENIB,EGFR
VUPANORSEN,ANGPTL3
AZD-8186,PIK3CG
PALUPIPRANT,PTGER4
DALANTERCEPT,ALK
ATM INHIBITOR M 3541,ATM
BIRABRESIB,DNER
FF-10501-01,CTLA4
SABATOLIMAB,HAVCR2
ETOPOSIDE,ALK
SELUMETINIB,ALK
SAR425899,GCG
CEP-11981,FLT1
SHP2 INHIBITOR PF-07284892,ALK
METHAZOLAMIDE,INSR
RIMEXOLONE,ESRRA
"INSULIN, REGULAR, PORK",INSR
TRIMEPRAZINE,HRH1
AROFYLLINE,PDE4A
NICARAVEN,PARP1
MPI-0479605,CTNNB1
DYDROGESTERONE,PGR
SB-743921,KIF11
MERCAPTOPURINE,PPAT
LENVATINIB,FGFR1
FENBUFEN,PTGS2
ODM-203,FGFR1
RESERPINE,SLC18A2
METHSCOPOLAMINE,CHRM2
LATIGLUTENASE,PREP
MK-0773,AR
OBATOCLAX,BCL2L1
DUVELISIB,PIK3CG
POLMACOXIB,CA2
LY2828360,CNR2
EG5 KINESIN-RELATED MOTOR PROTEIN INHIBITOR 4SC-205,KIF11
PI3K/BET INHIBITOR LY294002,KIT
ANDROGEN RECEPTOR ANTISENSE OLIGONUCLEOTIDE AZD5312,AR
MECLOFENAMATE SODIUM,PTGS2
IPAMORELIN,GHSR
FF-10101,KIT
MOTESANIB DIPHOSPHATE,KIT
ANTAZOLINE,HRH1
ATRACURIUM,CHRNA4
MIRDAMETINIB,KIT
FEBUXOSTAT,XDH
BIMOSIAMOSE,SELE
LECOZOTAN HYDROCHLORIDE,HTR1A
BUCINDOLOL HYDROCHLORIDE,ADRB2
SB 216641,A2M
SDZ SER-082,HTR2C
CLONIDINE HYDROCHLORIDE,ABCA4
NIGULDIPINE,ABCA4
RISPERIDONE,ABCA4
ALFUZOSIN,ABCA4
[3H]MK-912,AOC1
DEXMEDETOMIDINE HYDROCHLORIDE,AOC1
PRAZOSIN,AOC1
PERINDOPRIL,DAPK3
IMIDAPRILAT,DAPK3
"(R,S)-PHPNECA",ABCA1
CGP42112,ACADS
CIMATEROL,ABO
COMPOUND 13D [PMID: 23639540],DNMT3B
CNX-774,EFNB2
RN486,EFNB2
NG291,BDKRB2
FINGOLIMOD,KMT2A
MET-LYS-BRADYKININ,BDKRB2
COMPOUND 4 [PMID: 25259874],ACACA
TECALCET,ACP5
ISRADIPINE,CACNA1D
MIBEFRADIL,RND3
CCL18,ACTB
YM-355179,ACTB
BSJ-03-123,CDK4
CDK/CRK INHIBITOR,EIF4EBP2
THAL-SNS-032,EIF4EBP2
GALETERONE,CPB2
DSM421,DHODH
PF-592379,ALDH1A1
7-TRANS-OH-PIPAT,ALDH1A1
R-VK4-40,ALDH1A1
PIRIBEDIL,ALDH2
[125I]L750667,ALDH2
SPIPERONE,ALDH1A1
COMPOUND 5B [PMID: 24900464],MARK2
FLUOROURACIL,NRAS
TILARGININE,NOS3
TEMUTERKIB,NRAS
EPZ011989,EZH2
DUBERMATINIB,NRAS
NAZARTINIB,DXO
PD166285,DXO
MS39,DXO
PKI166,DXO
OSI-027,PIK3CA
COMPOUND 19B [PMID: 37058391],HNMT
COMPOUND 8I [PMID: 22765894],DRD1
GSK2334470,PTEN
BLZ945,PTEN
FIMEPINOSTAT,PTEN
SAPANISERTIB,PTEN
&ALPHA;5IA,ARNT
ABT-737,PTEN
PIPERIDINE-4-SULPHONIC ACID,ARNT
RO15-4513,ARNT
MIRDAMETINIB,PTEN
[3H]CGP39653,GRIN2B
"5,7-DICHLOROKYNURENIC ACID",GRIN2B
MARTINOSTAT,MSTN
GIVINOSTAT,MSTN
GIVINOSTAT,HDAC4
PRACINOSTAT,MSTN
SS-208,MSTN
IZORLISIB,PIK3CA
QUISINOSTAT,GAS2
SS-208,GAS1
QUISINOSTAT,GAS1
BETA-ALANINE,ADRA2C
PIP2,ITPR1
CYCLOPHOSPHAMIDE ANHYDROUS,ADH1C
GOLVATINIB,DRD2
AC710,DPT
INDIUM-111,EGFR
SORAFENIB,DPT
ERGTX-1,BAD
PEXIDARTINIB,EPHX2
COMPOUND 39 [PMID: 23623673],LTC4S
DORSOMORPHIN,EPHX2
COMPOUND 6N [PMID: 31419141],BGN
FARNESYL DIPHOSPHATE,BIN1
AZD5991,MCHR1
BIM 23052,FASLG
HEXOCYCLIUM,AANAT
5-HEAT,ANK2
PROMAZINE,DRD1
HS665,APOF
DAMGO,APOF
COMPOUND 3 [PMID: 23134120],APOF
HYDROMORPHONE HYDROCHLORIDE,APOF
ATX-II,BBS1
PHYSALAEMIN,AQP3
"L-703,606",AQP3
MEN10627,AQP4
OSI-027,MTOR
COMPOUND 15A [PMID: 36642961],GIPR
BMS-813160,CCR5
GW7647,BCKDHA
COMPOUND 25 [PMID: 32687365],BCKDHB
GW0742X,BCKDHB
AZD-8186,PIK3CB
ACALISIB,PIK3CB
DUVELISIB,PIK3CB
ACALISIB,F7
TENALISIB,PIK3CB
PP-121,PIK3CB
PIM447,F11
ME0328,FFAR1
PJ34,GNAI2
POSTSTATIN,FXN
MICROCYSTIN-LR,HPX
LY3009120,FAH
BELVARAFENIB,FAH
7-BIA,PTPRD
NANOLUC R3/I5 CHIMERA,APRT
RELAXIN,APPL1
B1-27,APRT
OPHIOBOLIN O,MAPK1
COMPOUND 4 [PMID: 30824200],APRT
CHEMBL:CHEMBL2057864,PPARG
VPC44116,AMY2A
FINGOLIMOD,AMY2A
BOSUTINIB,FCGRT
DEMOTATE 2,FASLG
"L-054,522",FASLG
OCTREOTIDE ACETATE,AQP2
CST-17,AQP1
DEXAMETHASONE,NR3C1
A947,GLO1
COMPOUND 21 [PMID: 34141085],HLA-DMA
BOSUTINIB,FGR
IZENCITINIB,TYK2
AC-7954,UTS2R
ENTACAPONE,COMT
FL104,UTS2R
JNJ-39319202,UTS2R
"[LEU31,PRO34]NPY (PIG)",ANXA5
DUP-697,CYP2C19
SULINDAC,PIK3CA
DUAL IGF-1R/INSR INHIBITOR BMS-754807,IRS2
BEDORADRINE SULFATE,ADRB2
SERIBANTUMAB,NRG1
AFATINIB,ERBB3
ZUCLOPENTHIXOL,DRD1
ALANINE,ABAT
METHOTREXATE,TP53
DABRAFENIB,AKT1
CIXUTUMUMAB,PTPRD
LANREOTIDE ACETATE,SSTR2
LUMINESPIB,ALK
GILTERITINIB,CBL
TRAMETINIB DIMETHYL SULFOXIDE,CTNNB1
CISPLATIN,FGFR1
CRIZOTINIB,KEAP1
SORAFENIB,NRAS
FORETINIB,NRAS
MIRANSERTIB,PIK3CA
AFURESERTIB,PIK3CA
CHEMBL:CHEMBL589258,PTEN
MS417,PTEN
BORUSSERTIB,PTEN
CURCUMIN,WT1
PF-04191834,CREB1
SZUH280,GAS1
SULFATINIB,DRD2
BEKM-1,BAD
METAMIZOLE SODIUM,PTGS1
GOSSYPOL,HSD17B10
ELTROMBOPAG,SLCO1B1
PATISIRAN,TTR
DOXORUBICIN HYDROCHLORIDE,CDKN1B
SOTRASTAURIN,PRKCB
TYRPHOSTIN A25,PIK3CG
(R)-INDOPROFEN,TP53
CLOFARABINE,AR
SIROLIMUS,TSC1
DIFLUPREDNATE,AR
TOMELUKAST,VDR
PALBOCICLIB,MAP4K4
MERCURIC CHLORIDE,ALOX15
NONSTEROIDAL ANTIINFLAMMATORY DRUG,BCL2
FLUNITRAZEPAM,ARNT
GHRP-6,ALOX15
"[ILE5,TRP23]PTHRP-(4-36) (HUMAN)",XIAP
ARIPIPRAZOLE LAUROXIL,HTR1A
ROBALZOTAN,HTR1A
TEMOZOLOMIDE,PIK3CA
AMITIFADINE HYDROCHLORIDE,SLC6A4
OXYMETAZOLINE HYDROCHLORIDE,ADRA1A
COMPOUND 10A [PMID: 31283223],SARDH
KEPONE,AR
IFENPRODIL,DRD1
RECOMBINANT NEUROTROPHIC FACTOR,DDIT3
BAY1125976,PTEN
INSULIN ZINC SUSP SEMISYNTHETIC PURIFIED HUMAN,INSR
BUPROPION HYDROCHLORIDE,SLC18A2
TEMSIROLIMUS,PTPRD
TELAPREVIR,CYP24A1
VITAMIN E,HRAS
ORG 12962,HTR2C
NF-KAPPAB DECOY,NFKB2
SCH772984,NRAS
OBRINDATAMAB,CD276
CX157,MAOA
ANTIDEPRESSANT AGENT,CYP2D6
IP3,ITPR1
ESTRAMUSTINE PHOSPHATE SODIUM,AR
BENZETHONIUM CHLORIDE,NFKB1
RECOMBINANT INTERFERON ALFA,DNTT
"ALUM, POTASSIUM",IL1R1
ALPROSTADIL,CYP2C19
CHEMBL:CHEMBL602158,ALDH1A1
METFORMIN,SLC2A2
MRS1754,ABAT
OLANZAPINE PAMOATE,DRD3
CHEMBL:CHEMBL1567571,MPI
VINCRISTINE,GATA3
PF-4191834,ALOX5
COMPOUND 15B [PMID: 31811124],AMPD1
THIORIDAZINE,HTR2A
BRENTUXIMAB VEDOTIN,TUBB3
DIPYRITHIONE,AR
ZIDOVUDINE,CYP2C19
SRX246,AQP9
OLAPARIB,ATM
DICOFOL,KCNH2
COMPOUND 3 [PMID: 21105727],SLC25A4
DOXORUBICIN HYDROCHLORIDE,RXRA
ALL-TRANS-RETINAL,ESR1
FD6,COL4A1
CHEMBL:CHEMBL606167,CYP2C9
DEFEROXAMINE,NFE2L2
NVP-TAE684,CDK7
TRIMETREXATE,MEN1
NELFINAVIR,TLR4
ASPIRIN,SLC2A4
HALAZONE,NFE2L2
"[111IN,90Y]DOTA-LAN",FASLG
KAEMPHEROL,CYP3A4
PERFOSFAMIDE,GSTP1
GLUCAGON (RDNA),APOA1
CARBAMOYLCHOLINE,CHRM2
IMPLITAPIDE,P4HB
HOOKEROSIDE A,PNLIP
PARAROSANILINE,CYP2D6
INCB13739,HSD11B1
METHSCOPOLAMINE BROMIDE,CHRM3
HYDROCORTISONE PROBUTATE,NR3C1
GSK-356278,PDE4D
SOTRASTAURIN,PIM1
NOBILETIN,CYP3A4
U46619,APOB
DEXAMETHASONE,IGFBP1
DIETHYLDITHIOCARBAMATE,GGT1
ATG002,CHRNA4
CYCLOSPORINE,PIK3CG
ATORVASTATIN CALCIUM TRIHYDRATE,IL2RA
ASPIRIN,FGF2
GREPAFLOXACIN,KCNH2
PANULISIB,PIK3CD
DUSQUETIDE,SQSTM1
ONO-8711,APOC4
COMPOUND 8I [PMID: 22765894],DPT
9-OH-RISPERIDONE,A2M
CHEMBL:CHEMBL184450,ALOX15
"3,5-DINITROCATECHOL (OR-486)",ARSA
ENOXOLONE,CYP2D6
"ESTROGENS, CONJUGATED (USP)",SERPINE1
AMINACRINE,HSD17B10
NIFEDIPINE,HIF1A
ACETAMINOPHEN,CYP2C19
SP-600125,FLT1
GEFITINIB,RELA
CLORGYLINE HYDROCHLORIDE,NFE2L2
FULVESTRANT,ERBB2
DUVELISIB,PIK3CD
BUROSUMAB-TWZA,FGF23
SERINE/THREONINE KINASE INHIBITOR CBP501,CD274
EPHEDRINE HYDROCHLORIDE,ADRB1
INAMRINONE,CYP3A4
PHYTOESTROGEN,LDLR
DIPHENHYDRAMINE,CYP1A2
ROPSACITINIB,TYK2
DEFERASIROX,ABCC2
CCX354,CCR1
COBITOLIMOD SODIUM,TLR9
CARBAMAZEPINE,MTHFR
LOVASTATIN ACID,SLCO1B1
HE3235,AR
"12-HYDROXY-4,4-BISNOR-4,8,11,13-PODOCARPATETRAEN-3-ONE",CYP3A4
COBIMETINIB FUMARATE,MAP2K2
AFIMOXIFENE,ESRRG
ALPROSTADIL,A2M
SP-600125,PIM1
TRICLOCARBAN,SMAD3
SAR407899,ROCK1
CLONIDINE HYDROCHLORIDE,AOC1
AVE-9940,MAPK14
CHEMBL:CHEMBL588804,HSP90AA1
ISOPROTERENOL,ADRA2B
INDINAVIR,CYP1A2
DURVALUMAB,ALK
FLUPHENAZINE HYDROCHLORIDE,DRD1
CDK1 INHIBITOR,EGR4
[3H]MUSCIMOL,ARNT
COMPOUND 1D [PMID: 21493067],PTK2B
MS417,PIK3CA
CHEMBL:CHEMBL1863271,NFE2L2
ROSUVASTATIN,CRP
NM-702,PDE3B
CTCE-9908,CXCR4
TORSEMIDE,CYP2C9
(R)-FLECAINIDE,CYP2D6
BIFEMELANE,CYP3A4
SB-415286,DRD1
HALOPERIDOL DECANOATE,HTR2A
WX-037,PIK3CB
DASIGLUCAGON HYDROCHLORIDE,GCGR
ZELNECIRNON,CCR4
PANOBINOSTAT,KMT2A
SP-600125,CDK5
RECOMBINANT INTERFERON,XDH
CHEMBL:CHEMBL547833,NR4A1
CHEMBL:CHEMBL1902074,ATXN2
AS101,IL1R1
FAMOTIDINE,FGF2
PI-103,F7
CARBOPLATIN,BRCA1
ACYCLOVIR,DNTT
SU11274,MET
LITHIUM,GFAP
RAUWOLFIA SERPENTINA (USP),ADRA1D
ENTINOSTAT,HDAC4
RACECADOTRIL,MME
(-)-U-50488 METHANE SULFONATE,KCNH2
ENZYME INHIBITOR,SMAD3
AMSACRINE,BTF3P11
SPIPERONE HYDROCHLORIDE,KCNH2
SB-408124,CYP1A2
SIFALIMUMAB,IFNA1
SB220025,PIM1
PIROXICAM-BETA-CYCLODEXTRIN,CYP2C9
REGORAFENIB,FGFR1
MRE 2029F20,ABAT
BSJ-03-204,CDK4
PICTILISIB,FGFR1
AMIFOSTINE ANHYDROUS,TGFB1
PENICILLAMINE,GCG
RONOPTERIN,NOS3
CHEMBL:CHEMBL2002487,GFER
ETOPOSIDE,DDIT3
TROGLITAZONE,LEP
PIMOZIDE,MAPK1
THERAPEUTIC HORMONE,TBP
DAROLUTAMIDE,AR
RECOMBINANT INTERLEUKIN-1 RECEPTOR ANTAGONIST,NOS1
CHEMBL:CHEMBL600315,BRCA1
DARIZMETINIB,ERBB3
ZASOCITINIB,TYK2
BUTYRYLHYDROXAMIC ACID,HDAC2
GUANIDINE HYDROCHLORIDE,KCNA5
PANULISIB,PIK3R1
RELAXIN-1,APPL1
CHEMBL:CHEMBL1935538,TUBB4B
URIDINE 5'-TRIPHOSPHATE,APC
LAPACHONE,ANXA5
GOSSYPETIN,RELA
MONGERSEN,SMAD7
TANAPROGET,BDNF
THERAPEUTIC HORMONE,DBI
CANRENONE,AR
ASPIRIN,CXCL8
IPRONIAZID,CYP3A4
ARTESUNATE,NFKB2
U46619,APOC3
CHEMBL:CHEMBL458765,HIF1A
DICLOFENAC SODIUM,PTGS1
OLOKIZUMAB,IL6
EFAPROXIRAL,HBA1
BAY-1125976,AKT1
NOTCH SIGNALING PATHWAY INHIBITOR MK0752,PSEN2
MOMELOTINIB,EPHB1
CYCLOSPORINE,ITGB2
TBO-FILGRASTIM,ERBB2
GENISTEIN,PAEP
CHEMBL:CHEMBL17201,VDR
DOXORUBICIN HYDROCHLORIDE,GSR
EPIRUBICIN,INSR
MITOGUAZONE,MYC
LAPATINIB,HLA-B
JMV3008,ALOX15
VABICASERIN HYDROCHLORIDE,HTR2A
POLATUZUMAB VEDOTIN,TUBB3
TPCK,CYP3A4
CEP-33779,EPHB2
DIPHENYLSULFANE,PPARD
BALSALAZIDE,PTGS1
PACLITAXEL,GSTM1
BMS-817378,MET
DICLOFENAC ETALHYALURONATE SODIUM,PTGS2
GLUCARPIDASE,SLCO1B1
GEMCITABINE,SLC29A1
VANDETANIB,FLT4
LIFIRAFENIB,DXO
TRIADIMEFON,ESR1
LEUCOVORIN CALCIUM,ABCC2
ELDECALCITOL,VDR
PEGINTERFERON ALFA-2A,SLC29A1
CCR5 MAB,CCR5
PEGINTERFERON ALFA-2B,HLA-B
PALIPERIDONE,DRD1
PF-03715455,CYP2C9
FIRSOCOSTAT,ACACB
T-900607,TUBB4A
UDM-001651,APOH
BJP-06-005-3,FOXA3
CX-6258,F9
BRENTUXIMAB VEDOTIN,ALK
TRAMETINIB DIMETHYL SULFOXIDE,PTEN
MIRANSERTIB,PTEN
CHEMBL:CHEMBL194881,AR
IROFULVEN,NFE2L2
CHEMBL:CHEMBL532504,SMAD3
PENCONAZOLE,AR
RETOSIBAN,OXTR
CHEMBL:CHEMBL225513,TP53
TETRODOTOXIN,SCN5A
METHOTREXATE,PYGL
VEGF RECEPTOR TYROSINE KINASE INHIBITOR III,KDR
CAPSAZEPINE,TRPV1
CHEMBL:CHEMBL578719,SMAD3
BETHANIDINE,ADRA2A
NETILMICIN SULFATE,RPSA
TOPIRAMATE,SCN5A
BLEOMYCIN,PLAU
MART-1 ANTIGEN,HMGB1
CAMOTESKIMAB,IL18
ACACETIN,ALOX5
PAPAVERINE,XDH
PLATINUM,GSTP1
CHEMBL:CHEMBL589715,ATXN2
DIFLORASONE DIACETATE,NFE2L2
TOLCAPONE,GPR35
CHEMBL:CHEMBL586031,MAPK1
DAPIPRAZOLE,ADRA1D
TADOCIZUMAB,ITGA2B
CID1792197,ADCY3
TRIMIPRAMINE,DRD1
DISULFIRAM,SLC6A4
BENOXINATE,CYP1A2
