drug_name,gene_name
SETMELANOTIDE,ANGPT2
MBP10,ANGPT2
&ALPHA;-MSH,ANGPT1
"(1S,3R)-ACPD",SLC25A4
[3H]ACETYLCHOLINE,AANAT
CLIDINIUM,AANAT
P-F-HHSID,AANAT
HEPARIN,PIK3CG
[3H]QNB,AANAT
MELATONIN,ANK2
GR 196429,ANK2
S26131,ANK2
DADLE,APOF
SRI22141,APOF
JINGZHAOTOXIN-III,BBS1
ELECLAZINE,BBS1
BC-III,BAX
"&ALPHA;-CONOTOXIN MII [H9A, L15A]",ATF3
CHLORMADINONE,AR
CASOPITANT,AQP3
FOSAPREPITANT,AQP3
EMETINE,HIF1A
SENKTIDE,AQP5
GR138676,AQP5
SCH 206272,AQP5
NEUROTENSIN,ANXA6
MRS2578,AIRE
SURAMIN,AIRE
P4PAL-10,APOH
BMS-986120,APOH
SLIGKV-NH2,APOE
DICUMAROL,NQO1
PIK-108,F5
TORIN 2,F3
COMPOUND 11J [PMID: 23021994],F5
PANULISIB,F5
QUINOSTATIN,F5
DEZAPELISIB,F5
EGANELISIB,PIK3CB
PIK-108,PIK3CB
AZD8835,PIK3CB
COMPOUND 27 [PMID: 35834807],PIK3CB
AZD8835,F7
SELETALISIB,F7
CYCLIC GMP,COL9A3
COMPOUND 53 [PMID: 19631533],COMT
PTH-(1-34) (RAT),XIAP
CHOLESTEROL,BCL2L1
COMPOUND 23 [PMID: 35816678],CTRB1
COMPOUND 35 [PMID: 20684608],CTRB1
COMPOUND 8A [PMID: 23713581],PTPRM
RELAXIN-3,APP
RELAXIN-3,APRT
RUTHENIUM RED,RYR2
AFD(R),AMY2A
COMPOUND 48 [PMID: 25815140],SLC28A2
SLB1122168,HBG2
BIM 23056,FASLG
CORTISTATIN-14,FASLG
KE 108,AQP1
"H-C[CYS-PHE-LAGL(N&BETA;ME,BENZOYL)-DTRP-LYS-THR-PHE-CYS]-OH",AQP1
SRIF-14,AQP2
"COMPOUND 5 [TOMASSI ET AL., 2020]",HLA-DMA
MINOCYCLINE,HLA-B
COMPOUND 2C [PMID: 24900538],FGF13
NEOCEPTIN-3,TLR4
LEVOTHYROXINE,THRB
SKF96365,ATP2A3
SF-51,ALDH7A1
ML1-SA1,ALDH7A1
COMPOUND 20 [PMID: 30998356],FGFR4
"D(CH2)5[TYR(ME)2,THR4,TYR(3125I)-NH29]OVT",AQP9
PD173074,FGFR1
PACLITAXEL,ERCC1
IRINOTECAN HYDROCHLORIDE,NRAS
EPIDERMAL GROWTH FACTOR RECEPTOR TYROSINE KINASE INHIBITOR,HRAS
TEMOZOLOMIDE,BRCA2
IPATASERTIB,PTEN
GEFITINIB,PIK3CA
LAPATINIB,ERBB3
NAVITOCLAX,ALK
CRENOLANIB,CBL
CHEMBL:CHEMBL80155,HSD17B10
BEZUCLASTINIB,KIT
TORIPALIMAB-TPZI,KIT
PEMBROLIZUMAB,KIT
LETROZOLE,KIT
DOXORUBICIN HYDROCHLORIDE,KMT2A
DAVUNETIDE,TUBB3
REFAMETINIB,NRAS
OBATOCLAX,NRAS
ALPELISIB,NRAS
NAB-PACLITAXEL,PIK3CA
UMI-77,PTEN
PKI-179,PTEN
TOPOTECAN HYDROCHLORIDE,PTEN
DOCETAXEL ANHYDROUS,PTEN
HARMAN,CYP3A4
HYDROCORTISONE VALERATE,NR3C1
CHEMBL:CHEMBL336095,ALDH1A1
INDIRUBIN-3'-MONOXIME,SMN1
6BETA-HYDROXYTESTOSTERONE,CYP2C19
IMIPRAMINE HYDROCHLORIDE,SLC6A4
PSORALEN,MAOA
KD3010,PPARD
PRAZOSIN,ADRA1D
LARGE NEUROMEDIN N,ANXA6
"5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE",F5
GLYCINE,SLC38A4
SAMOTOLISIB,PIK3R1
"[111IN,90Y]DOTA-TOC",FASLG
BENZBROMARONE,CYP2C9
FLUOXETINE HYDROCHLORIDE,CYP3A4
FLUPIRTINE,HIF1A
ACTH,BDNF
OXIDOPAMINE,FAAH
BRIAKINUMAB,IL12A
NOREPINEPHRINE,ADRA1A
PANOBINOSTAT,HDAC1
ORTHOTOLIDINE,ESR1
CLARITHROMYCIN,IL10
4SC-202,VEGFA
PANITUMUMAB,NRAS
GSK-690693,PRKCZ
CHINOMETHIONAT,VDR
DIDANOSINE,CYP2D6
CAFFEINE,VDR
CLOTRIMAZOLE,CYP2D6
CHLOROQUINE,G6PD
THIETHYLPERAZINE,CHRM2
MM-121,ERBB3
[3H]LTB4,AMH
BNTX,APOF
AMPHOTERICIN B LIPOSOMAL,CYP2D6
RIPK3 INHIBITOR 18,FGR
VENLAFAXINE HYDROCHLORIDE,SLC6A4
ETHOXZOLAMIDE,CA2
QUAVONLIMAB,CTLA4
VATALANIB,NFE2L2
TESTOSTERONE,VDR
RETASPIMYCIN HYDROCHLORIDE,HSP90AA1
EMICERFONT,CRHR1
VOXTALISIB,MTOR
CARBIMAZOLE,TPO
CHEMBL:CHEMBL494081,HSD17B10
SIRUKUMAB,IL6R
GSK-1070806,IL18
ARDEPARIN SODIUM,SERPINC1
"PAROXETINE HYDROCHLORIDE, HEMIHYDRATE",DRD3
AXITINIB,KDR
SIROLIMUS,MTOR
"IBUPROFEN, SODIUM SALT",CYP3A4
LORATADINE,CYP3A5
CIFORADENANT,ADORA2A
METHYLINOSITOL,APP
DIAZOXIDE CHOLINE,ABCC8
VALBENAZINE,SLC18A2
FORETINIB,FLT3
SODIUM NITRITE,ALDH1A1
RETINOIC ACID AGENT,CRABP2
GATIFLOXACIN ANHYDROUS,HSD17B10
ABEMACICLIB,EIF4EBP1
CHEMBL:CHEMBL578061,RPS6KB1
[3H]CYTISINE,ZFHX3
VEMURAFENIB,PIK3CA
TANSHINONE IIA,AR
CENISERTIB,JAK2
VINDESINE SULFATE,AR
HYDROCORTISONE VALERATE,NFE2L2
ABIRATERONE ACETATE,CYP17A1
THIOUREIDOBUTYRONITRILE,TP53
GR94800,AQP4
ERLOTINIB,TP53
EMBELIN,HSD17B10
CARBAMAZEPINE,HLA-B
ANDROSTENEDIONE,RORC
NERISPIRDINE,KCNA2
PILOCARPINE HYDROCHLORIDE,FOS
CHLOROTRIANISENE,ESR1
CELECOXIB,BCAR1
VASOACTIVE INTESTINAL PEPTIDE,ADRA2B
OXYMETHOLONE,PLG
METAPROTERENOL,ADRB2
DRONABINOL,CNR1
BAICALEIN,ALDH1A1
SUBEROHYDROXAMIC ACID,HDAC9
AZD9898,LTC4S
POLYESTRADIOL PHOSPHATE,ESR1
IBRUTINIB,ATM
SPECTINOMYCIN HYDROCHLORIDE,RPSA
BISPHENOL A,PPARD
MIRTAZAPINE,CYP2D6
PLASMIN,FGB
CHEMBL:CHEMBL590949,GAA
LORNEIC ACID A,PDE5A
ATORVASTATIN CALCIUM TRIHYDRATE,NOS3
ARVERAPAMIL,CACNA1D
12-EPI LTB4,AMH
I-CBP112,KMT2A
BIM 23050,FAS
MEPREDNISONE,AR
RITONAVIR,IFNL3
TAZAROTENE,BCL2
PIMECROLIMUS,MTOR
SEMAGLUTIDE,GLP1R
EVANS BLUE,ALB
QUAZEPAM,TSPO
AR-42,HDAC1
NEUROPEPTIDE-Y,NPY1R
AKT INHIBITOR MK2206,ERBB2
FLINDOKALNER,KCNMA1
VATALANIB,RPS6KB1
EPOETIN ALFA,NTF3
NOMEGESTROL,PGR
NEVIRAPINE,CCHCR1
TADALAFIL,PDE5A
MEGESTROL ACETATE,ABCB1
COMPOUND 5D [PMID: 31335136],F5
METHOTREXATE,AFP
CHEMBL:CHEMBL299853,SMAD3
MESALAMINE,PTGS2
VESNARINONE,TP53
IBUTILIDE,KCNH2
PEMBROLIZUMAB,PDCD1
ENALAPRIL MALEATE,DAPK3
DESERPIDINE,VDR
OLVEREMBATINIB,FLT3
CHEMBL:CHEMBL379975,PRKAA1
CHEMBL:CHEMBL429095,SMAD3
CHEMBL:CHEMBL1537417,VDR
NORTRIPTYLINE,CES1
NADOLOL,ADRB1
X-82,KDR
"IBUPROFEN, SODIUM SALT",UGT2B17
IMATINIB,CYP2B6
METHYLDOPA ANHYDROUS,HSD17B10
6-AZAURIDINE,JAK2
AZD0156,ATM
RECOMBINANT MONOCYTE CHEMOATTRACTANT PROTEIN-1,SERPINE1
VODOBATINIB,SRC
DEURUXOLITINIB,EPHB2
SUNITINIB,NR1I2
CINNARIZINE,HRH1
CHEMBL:CHEMBL222993,ALOX15
VALPROIC ACID,HDAC4
PHENTOLAMINE MESYLATE,KCNH2
CHEMBL:CHEMBL587620,TP53
GW7647,NFKB1
CHEMBL:CHEMBL328710,ALDH1A1
SILIBININ,HSP90AA1
SB 206553,TP53
VATALANIB,FLT4
ZSTK474,PTEN
FLUFENAMIC ACID,AR
OPC-14523,HTR1A
INDIRUBIN-3'-MONOXIME,CYP3A4
CIFORADENANT,ABCA1
VONICOG ALFA,VWF
IMATINIB,EGFR
CXCL17,ADAM10
"D(CH2)5[D-ILE2,VAL4,TYR-NH29]AVP",ABCC6
PEMBROLIZUMAB,CD274
ACAMPROSATE CALCIUM,GRIN2B
OSI-930,FAH
SUNITINIB,VEGFC
ASPIRIN,TNFRSF11A
OXYCODEGOL,OPRM1
NIMODIPINE,NR3C2
AMISULPRIDE,HTR2C
COPANLISIB,PIK3CG
XL765,PIK3CA
[3H]CGS 21680,ABCA1
NALIDIXIC ACID,G6PD
CHEMBL:CHEMBL259421,NPC1
RABEPRAZOLE,VDR
DURVALUMAB,CD274
SULPIRIDE,GAPDH
VBY-825,CTSF
SIMVASTATIN,CYP1A2
GSK2646264,SLC29A1
ACROLEIN,ALDH1A1
IBRUTINIB,PIM1
NITROXOLINE,SMAD3
PIRENPERONE,KCNH2
VEMURAFENIB,MET
TRIFLURIDINE,ERBB2
ETIOCHOLANOLONE,CYP1A2
CHEMBL:CHEMBL515505,CYP2C9
TRIAMTERENE,GAA
PYROGALLOL RED,VDR
GLYCOPYRRONIUM,CHRM3
CHEMBL:CHEMBL299853,NFE2L2
GW441756X,CSNK1D
STAUROSPORINE,APLN
DESIPRAMINE,ARSA
6-O-BENZYLGUANINE,CYP2C19
IPRAGLIFLOZIN,SLC5A2
SALIRASIB,HRAS
AZD-4547,SLC26A3
AURIN,GLP1R
SELUMETINIB,ATM
CHEMBL:CHEMBL586344,KCNH2
NABUMETONE,SMN2
SOLIFENACIN SUCCINATE,CHRM2
ATROPINE,CHRM2
CINSEBRUTINIB,EFNB2
TRIFLUOPERAZINE,CSF2
CHEMBL:CHEMBL584626,SMAD3
CHEMBL:CHEMBL1405979,RELA
CHEMBL:CHEMBL1092740,PRMT1
SF-1126,PIK3CA
ASCORBIC ACID,G6PD
UPIDOSIN,ABCA4
CHEMBL:CHEMBL1078244,BRCA1
CLOZAPINE,LEP
PENTOSAN POLYSULFATE,VEGFA
FENOFIBRATE MICRONIZED,GCKR
AMBRISENTAN,EDNRA
EMODIN,ERBB2
CHEMBL:CHEMBL313737,ALDH1A1
EPINEPHRINE,AOC1
PUROMYCIN,CD34
CLOTRIMAZOLE,CYP3A4
FENOTEROL,ADRB2
T863,DGAT1
SURAMIN,ATP1A4
DIPHYLLIN,TOP2A
"IBUPROFEN, SODIUM SALT",CYP1A2
CHEMBL:CHEMBL1329443,NFE2L2
AZD2927,ASIP
PROTOAPIGENONE,VDR
CHEMBL:CHEMBL588234,KMT2A
FENRETINIDE,ESR1
TAMOXIFEN,GGT1
MARGETUXIMAB-CMKB,ERBB2
CHEMBL:CHEMBL591613,CYP2C19
ABROCITINIB,PTK2B
ACETAMINOPHEN,CYP2C9
ERLOTINIB HYDROCHLORIDE,EGFR
GC-376,CAPN1
DACINOSTAT,GAS1
NORMORPHINE,APOF
SELETALISIB,PIK3CB
MOZAVAPTAN,ABCC6
ANHYDROUS TACROLIMUS,PPP3CA
BIOFLAVONOID,PIK3CB
SARALASIN,AGTR1
CARBOPLATIN,RAF1
EPTACOG ALFA PEGOL (ACTIVATED),F7
EC 5-21,FASLG
BUTYRIC ACID,LDLR
KETOROLAC TROMETHAMINE,PTGS1
RESVERATROL,AR
CCPA,ABCA1
LITHOCHOLIC ACID,MAPK1
CHEMBL:CHEMBL184074,MAPK1
INFLIXIMAB-DYYB,NFKBIA
ENMD-2076,FLT1
LAPATINIB,ERBB2
SIVOPIXANT,ATP1A4
GLUCAGON HYDROCHLORIDE,GCGR
CHEMBL:CHEMBL292352,PPARD
GW441756X,IGF1R
CHEMBL:CHEMBL601135,CYP2D6
COUMARIN,CYP1A2
CLOPROSTENOL,APOC4
CHEMBL:CHEMBL29197,CYP1A2
NICLOSAMIDE,TP53
CHEMBL:CHEMBL605708,GLP1R
RG-4733,PSEN2
BUMETANIDE,ACE
BMS-770767,HSD11B1
FASUDIL,ROCK1
COMPOUND (S)-3H [PMID: 15686947],ACP5
HS014,ANGPT1
FEPRAZONE,AR
CHEMBL:CHEMBL260213,SMN2
BUTYRIC ACID,HDAC9
APADENOSON,ABAT
CHEMBL:CHEMBL373822,CDK2
BUPARLISIB,PIK3CA
RUXOLITINIB,IL7R
CARLUMAB,CCL2
VOSORITIDE,NPR2
[3H]NGD941,ALDH2
ARSENIC TRIOXIDE,DNMT1
BACLOFEN,BDNF
ETAMICASTAT,DBH
TESTOSTERONE,CYP2D6
ENTRECTINIB,NTRK1
CHEMBL:CHEMBL532141,KCNH2
TM38837,CNR2
COMPOUND 5D [PMID: 31335136],F7
CX-6258,PTEN
CEFTRIAXONE,CYP3A4
LY-2090314,PRKCD
SB203580,PRKD2
TOZASERTIB,PRKCZ
CHEMBL:CHEMBL27508,ADORA2B
TG-100-115,F7
COPANLISIB,F7
KANZONOL X,PPARG
TAMOXIFEN,NRG1
IS1,APOA1
INFLIXIMAB-DYYB,ADAM17
CHLOROPYRAMINE,CYP2C19
FLUSPIRILENE,XBP1
LORATADINE,CYP2D6
CHEMBL:CHEMBL408850,NPC1
CHEMBL:CHEMBL2095095,XBP1
CHEMBL:CHEMBL573111,NPC1
AZD-1080,PRKD2
TAMSULOSIN HYDROCHLORIDE,ADRA1D
CLODRONIC ACID,VDR
AMINOQUINURIDE,KMT2A
LIF,NR4A1
SELADELPAR,PPARD
UCN-01,CDK2
SAPANISERTIB,PIK3CA
NTP42,APOC4
"IBUPROFEN, SODIUM SALT",PIK3CA
TALBUTAL,CHRNA4
NETARSUDIL,ROCK1
GLIMEPIRIDE,KCNJ11
ADOMEGLIVANT,GCGR
RS-100329,ABCA4
TOZASERTIB LACTATE,LCK
HEXESTROL,AR
THEOPHYLLINE,IL2RA
BARDOXOLONE METHYL,AKT1
NAPROXEN SODIUM,CYP3A4
MIRABEGRON,CYP2D6
GABAPENTIN,CYP1A2
MANNITOL,PIK3CG
TEDIZOLID,RPSA
ILORASERTIB,CDKN2A
EVEROLIMUS,ERBB2
IMATINIB,PDGFB
PHENIRAMINE MALEATE,HRH1
HYDROXYZINE HYDROCHLORIDE,HRH1
LURASIDONE HYDROCHLORIDE,HTR2A
OLANZAPINE,HTR2C
LEVALLORPHAN TARTRATE,OPRM1
BUPRENORPHINE,OPRM1
TAPENTADOL HYDROCHLORIDE,OPRM1
PREDNISOLONE SODIUM PHOSPHATE,NR3C1
FLUOROMETHOLONE ACETATE,NR3C1
TRIAMCINOLONE DIACETATE,NR3C1
METHYLPREDNISOLONE ACETATE,NR3C1
CLOMIPHENE CITRATE,ESR1
FENOLDOPAM MESYLATE,DRD1
"SYNTHETIC CONJUGATED ESTROGENS, B",ESR1
MIRTAZAPINE,ADRA2C
CLONIDINE HYDROCHLORIDE,ADRA2A
THEOPHYLLINE SODIUM GLYCINATE,PDE3A
CLONIDINE HYDROCHLORIDE,ADRA2B
MIDODRINE,ADRA1D
FENOPROFEN CALCIUM,PTGS2
FLURBIPROFEN,PTGS2
ASPIRIN,PTGS2
FENOPROFEN CALCIUM,PTGS1
DICLOFENAC POTASSIUM,PTGS2
INDOMETHACIN,PTGS2
KETOROLAC TROMETHAMINE,PTGS2
GLYBURIDE,KCNJ11
NIMODIPINE,CACNA1C
DEXTROTHYROXINE,THRB
NATALIZUMAB,ITGB1
RIVASTIGMINE,BCHE
ABATACEPT,CD80
USTEKINUMAB,IL12B
PROPARACAINE HYDROCHLORIDE,SCN5A
RUFINAMIDE,SCN5A
PRAMLINTIDE ACETATE,RAMP2
LINEZOLID,RPSA
IXAZOMIB CITRATE,PSMB1
IXAZOMIB CITRATE,PSMD12
MOFAROTENE,RXRB
GLPG0492,AR
HYODEOXYCHOLIC_ACID,NR1H3
PF-562271,CDK9
MIRANSERTIB,AKT1
TELISOTUZUMAB,MET
AZD-4769,EGFR
CEP-7055,FLT1
MINOXIDIL,CYP1A2
CHEMBL:CHEMBL16751,MEN1
RGB-286638,CDK9
SB-85635,MAPK14
XL550,NR3C2
EBDAROKIMAB,IL12A
ZYH7,PPARA
AZD-1480,JAK2
PILARALISIB,PIK3CD
TG100-801,EPHB4
UCN-01,PRKCA
TG100-801,FGR
BGT-226,PIK3CB
INCB-40093,PIK3CD
VERUCERFONT,CRHR1
AZD2423,CCR2
DIPRAGLURANT,GRM5
MAPRACORAT,NR3C1
ACOLBIFENE,ESR1
PEFCALCITOL,VDR
CEDIRANIB,KDR
ENZASTAURIN,PRKCB
ESKETAMINE,GRIN2B
DABIGATRAN,F2
ERYTHRITYL TETRANITRATE,NPR1
ERITORAN TETRASODIUM,LY96
ETORICOXIB,PTGS2
BENZYDAMINE,PTGS1
SEMAGACESTAT,PSEN2
EPLIVANSERIN,HTR2A
EMIXUSTAT,RPE65
CHEMBL:CHEMBL324053,HDAC1
PEGPLERANIB SODIUM,PDGFB
NIVOCASAN,CASP1
OBATOCLAX MESYLATE,BCL2L1
LEVOSIMENDAN,PDE3A
GUSELKUMAB,IL23A
TILDRAKIZUMAB,IL12B
TILDRAKIZUMAB,IL23A
FRESOLIMUMAB,TGFB1
[3H]4-DAMP,AANAT
ENLIMOMAB PEGOL,ICAM1
GSK690693,FLT3
AZARIBINE,UMPS
AMINEPTIN,DRD1
TESMILIFENE,CYP3A4
ZATUXIMAB,EGFR
LUTETIUM DOTATATE LU-177,SSTR5
RISANKIZUMAB,IL23A
PF-04691502,CDKN2A
PALBOCICLIB,PGR
ALISPORIVIR,PPIA
FEDRATINIB HYDROCHLORIDE,FLT3
UPADACITINIB,JAK2
ESTRIOL,ESR1
CYCLOBENZAPRINE,CYP2D6
ESFLURBIPROFEN,PTGS1
IBUDILAST,PDE3A
NAFTOPIDIL,ADRA1D
IMIDAPRIL,ACE
LOXOPROFEN,PTGS2
RG-7841,TUBB4A
PHENPROCOUMON,CYP2C19
IGURATIMOD,TRAF3IP2
MITIGLINIDE CALCIUM DIHYDRATE,ABCC8
MITIGLINIDE CALCIUM DIHYDRATE,KCNJ11
VOLIXIBAT,SLC10A2
PASCOLIZUMAB,IL4
BINTRAFUSP ALFA,TGFB3
BINTRAFUSP ALFA,TGFB2
PEGBELFERMIN,FGF1
"INSULIN, REGULAR, HUMAN",GRB14
OLECLUMAB,NT5E
MK-0767,PPARG
PACLITAXEL DOCOSAHEXAENOIC ACID,TUBB3
PATUPILONE,TUBB3
RELAMORELIN,GHSR
SNX 5422,HSP90AA1
OLODANRIGAN,AGTR2
ENFORTUMAB VEDOTIN-EJFV,TUBB3
SOFITUZUMAB VEDOTIN,TUBB3
SOFITUZUMAB VEDOTIN,TUBB4A
ERYTHROMYCIN ACISTRATE,RPSA
NIPOCALIMAB,FCGRT
"INSULIN, PROTAMINE ZINC",INSR
INCB-086550,CD274
TRENONACOG ALFA,F9
ABBV-3373,TNF
SETANAXIB,NOX1
TRIMEGESTONE,PGR
PHLOROGLUCINOL,CACNB3
MILATAXEL,TUBB3
MILATAXEL,TUBB4A
DEPEMOKIMAB,IL5
APELIN,APLNR
LOVASTATIN,HMGCR
PICTILISIB,PIK3CB
NIVOLUMAB,PDCD1
VORINOSTAT,HDAC2
E4031,CYP2C19
CHLORMADINONE ACETATE,AR
PROPYLPYRAZOLETRIOL,ESR1
MAYTANSINE,TUBB4A
MAYTANSINE,TUBB3
"2,6-DIMETHOXYQUINONE",WRN
6-O-BENZYLGUANINE,MGMT
CHEMBL:CHEMBL471225,HIF1A
CHEMBL:CHEMBL1500913,GNAS
CHEMBL:CHEMBL1326164,SMN1
AMDINOCILLIN,AR
CHEMBL:CHEMBL593366,AR
RO 8-4304,KCNH2
CHEMBL:CHEMBL260213,NPC1
CHEMBL:CHEMBL1089321,ENPP2
NICLOSAMIDE,GNAS
APOMORPHINE,VDR
ISOETHARINE,VDR
CHEMBL:CHEMBL476968,NQO1
RUTAECARPINE,HSD17B10
FURAMIDINE,HSD17B10
LUFENURON,ALOX15
CHEMBL:CHEMBL1392244,ALDH1A1
IMIDOCARB DIPROPIONATE,UBE2N
GW441756X,NTRK1
ANECORTAVE ACETATE,AR
TAMOXIFEN CITRATE,CYP2D6
CHEMBL:CHEMBL120806,CYP2C9
ASTERRIC ACID,SUMO1
4-NONYLPHENOL,ESR1
OXYPHENONIUM BROMIDE,NFE2L2
PYRIDOSTIGMINE BROMIDE,AR
EBSELEN,VDR
FENTHION,CYP3A4
GW441756X,MAP4K4
CHEMBL:CHEMBL261693,AGTR1
METOLAZONE,HSD17B10
NIHYDRAZONE,AR
"4',7-DIMETHOXY-5-HYDROXYGENISTEIN",RELA
"4',7-DIMETHOXY-5-HYDROXYGENISTEIN",NFKB2
AG 9,ALDH1A1
BROQUINALDOL,AR
4-(2-AMINOETHYL)BENZENESULFONYL FLUORIDE,CYP2D6
FURATHIOCARB,VDR
RESORCINOL MONOACETATE,CYP3A4
DIFLUCORTOLONE 21-VALERATE,AR
ZOLANTIDINE,CYP2D6
VORINOSTAT,HDAC3
ANGUSTIBALIN,NFE2L2
PHA-767491,PKN2
MANGOSTIN,TP53
CHEMBL:CHEMBL406557,NFKB1
CHEMBL:CHEMBL2095095,ATXN2
TIMOLOL,ADRB1
CHEMBL:CHEMBL458602,NR1I3
CHEMBL:CHEMBL411085,TP53
CHEMBL:CHEMBL528734,MEN1
GINSENOSIDE RG3,NFE2L2
CHEMBL:CHEMBL577887,HSD17B10
DIGITOXIN,NFE2L2
DANAZOL,CYP1A2
CDK1/5 INHIBITOR,CYP1A2
SB 242084,DRD1
CHEMBL:CHEMBL584854,CYP2C19
ETHACRYNIC ACID,CYP2C9
VINCRISTINE,TUBB3
VINCRISTINE,TUBB4A
DAPSONE,CYP3A4
TAK-779,CCR2
CHEMBL:CHEMBL597670,NR5A1
CHEMBL:CHEMBL328710,SMN2
CHEMBL:CHEMBL524449,MIF
ERYTHROMYCIN,CYP2C19
DICUMAROL,CYP2C9
FLUOXETINE HYDROCHLORIDE,CYP1A2
NIFLUMIC ACID,GPR35
METHYLNITROSOUREA,AFP
QUERCITRIN,P4HB
SULCONAZOLE NITRATE,TP53
DOCEBENONE,CYP2C9
ADJUVANT,NOS1
MOCETINOSTAT,HDAC1
GO-6976,MAPK8
U-0126,ALOX15
TERGURIDE,ALDH1A1
IMIPRAMINE HYDROCHLORIDE,CYP2C19
RESERPINE,KCNH2
CHEMBL:CHEMBL1269022,CYP2C9
CHLORPYRIFOS-METHYL,VDR
CORTICOTROPIN,MC2R
GAMBOGIC ACID,MAPK3
RESVERATROL HEXANOIC ACID,TLR2
TOREMIFENE,HNF4A
CHEMBL:CHEMBL166486,ALDH1A1
PHA-767491,CDK9
NORETHINDRONE,NFE2L2
TETRAHYDROCANNABIVARIN,TRPV5
IMIPRAMINE HYDROCHLORIDE,DRD1
2-CHLOROADENOSINE,HIF1A
DIENESTROL,CYP3A4
CHEMBL:CHEMBL600968,NPC1
NILUTAMIDE,CYP3A4
PHA-767491,CDK4
GO-6976,INSR
CGP7930,DRD1
VERAPAMIL,CYP3A4
RU 24969,CYP3A4
BENZO(K)FLUORANTHENE,TP53
IODOQUINOL,HSP90AA1
AMINOPHYLLINE,ADORA2A
CHLORPHRIFOS OXON,PPARD
PHENYLBUTAZONE,CYP1A2
NOCODAZOLE,CREBBP
TERTATOLOL,ADRB2
AMINODIMETHOXYQUINAZOLINYLPIPERAZINE,UBE2N
TRIAMCINOLONE,CYP2C9
PYRAZINAMIDE,CYP3A4
OXATOMIDE,CYP2D6
PYRIDALYL,NFE2L2
LITHOCHOLIC ACID,GPBAR1
CHEMBL:CHEMBL1530911,SMAD3
PHENYLBUTAZONE,ALB
BENZO(K)FLUORANTHENE,AHR
TETRADECYLTHIOACETIC ACID,PPARA
NABUMETONE,SMN1
ENDRIN,NFE2L2
DIFLOXACIN HYDROCHLORIDE,AR
TANDUTINIB,ACVR1
CHEMBL:CHEMBL1371696,CYP1A2
HALOPERIDOL DECANOATE,KCNH2
URSODIOL,CD40LG
CHEMBL:CHEMBL466465,ARSA
DACTOLISIB,CDK7
AROTINOID ACID,HSD17B10
AMPEROZIDE,DRD1
DIPHENIDOL,CYP2D6
METRONIDAZOLE,ALDH1A1
(R)-PINOCEMBRIN,CYP2C19
CHEMBL:CHEMBL592316,ATXN2
RECOMBINANT INTERLEUKIN-1,LIF
CHEMBL:CHEMBL379975,HIPK2
BUTORPHANOL,CYP1A2
TUBERCIDIN,ATXN2
GLUTAMIC ACID,GRIA2
DACTINOMYCIN,RORC
KETANSERIN,DRD1
ARTEMISININ,ALDH1A1
EDARAVONE,VDR
PYRITHIONE,VDR
CHEMBL:CHEMBL587615,PRKAA1
ZM447439,MET
INDOMETHACIN,CYP2C19
CYCLOHEXIMIDE,PPARD
LENVATINIB,KDR
TETRACYCLINE,SOD1
SULPIRIDE,CYP2C19
CHEMBL:CHEMBL546493,ATXN2
N-OLEOYLETHANOLAMIDE,HSP90AA1
DAPSONE,CYP2C9
CENISERTIB,PTK2B
CHEMBL:CHEMBL482792,PLIN1
HAEMATOXYLIN,CDK5R1
MARIMASTAT,ADAM17
DIPICOLINIC ACID,PTPN22
CHEMBL:CHEMBL601757,SMAD3
GENTIAN VIOLET CATION,SNCA
PHENYLBUTAZONE,CYP2D6
CHEMBL:CHEMBL2028056,KCNH2
CHEMBL:CHEMBL451226,HIF1A
ANTIMYCIN A,TP53
DIDANOSINE,CYP2C9
OLOMOUCINE,CDK5
DIMETHYLPINOCEMBRIN,HSD17B10
PRAZOSIN HYDROCHLORIDE,HSD17B10
CHEMBL:CHEMBL547285,HSP90AA1
TO-901317,ATXN2
FENRETINIDE,NFKB1
GW5074,CYP3A4
CHEMBL:CHEMBL578420,MTOR
GW7647,RXRA
CHEMBL:CHEMBL85826,NFKB1
CHEMBL:CHEMBL85826,NFKB2
CHEMBL:CHEMBL85826,RELA
CHEMBL:CHEMBL590670,CYP3A4
CAMPHOR OIL,ALDH1A1
CHEMBL:CHEMBL602990,ALDH1A1
CHEMBL:CHEMBL469309,CYP1A2
MICHLER'S KETONE,TP53
CHEMBL:CHEMBL589909,GLP1R
CHEMBL:CHEMBL531079,NFE2L2
SB-431542,CYP3A4
CHEMBL:CHEMBL429095,CYP3A4
CHEMBL:CHEMBL604311,ADRB2
DEQUALINIUM CHLORIDE,CYP3A4
FUROXAN,TP53
(S)-NITRENDIPINE,CYP2C19
BMS309403,APOA1
LEUCINE,CYP2D6
CHEMBL:CHEMBL589245,ATXN2
"2,6-DIMETHOXYQUINONE",TP53
ALPRAZOLAM,CREBBP
PURVALANOLA,HSD17B10
GENTIAN VIOLET CATION,KCNH2
PREDNISONE,HSD17B10
SB-431542,HSD17B10
MANZAMINE A,GSK3B
RESERPINE,AR
HALOPERIDOL DECANOATE,AR
ACID BLUE 129,THRB
BAICALEIN,HSD17B10
CHEMBL:CHEMBL606166,ALDH1A1
SB203580,HSD17B10
CHEMBL:CHEMBL515505,CASP6
BARDOXOLONE METHYL,AR
CHEMBL:CHEMBL601757,GAPDH
GW441756X,HIPK2
